GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
0,the steel had been provided by nanak,person became rich from steel,P7351,the steel,had been provided by,nanak,person,became rich from,steel
0,holmes picked up the telegraph,person invented the telegraph,P9261,holmes,picked up,the telegraph,person,invented,the telegraph
1,the piping plover live upon insects,animal eats insects,P355,the piping plover,live upon,insects,animal,eats,insects
1,japanese men have produced the food,worker prepares food,P16238,japanese men,have produced,the food,worker,prepares,food
0,the constitution interrupted the young lady,person drafted the constitution,P8209,the constitution,interrupted,the young lady,person,drafted,the constitution
0,lincoln discovered shakespeare,person assassinated lincoln,P7000,lincoln,discovered,shakespeare,person,assassinated,lincoln
0,general macarthur accepted the surrender of japan,person controlled japan,P7879,general macarthur,accepted the surrender of,japan,person,controlled,japan
1,operations have been performed by surgeons,process is conducted by a surgeon,P14448,operations,have been performed by,surgeons,process,is conducted by,a surgeon
0,poor men should break the laws,person interprets laws,P9022,poor men,should break,the laws,person,interprets,laws
0,a filament is to operate at a temperature,device measures temperature,P4018,a filament,is to operate at,a temperature,device,measures,temperature
0,putin visited north korea,person was the leader of north korea,P13459,putin,visited,north korea,person,was the leader of,north korea
0,the queen must tell the truth,person gave birth to the queen,P8864,the queen,must tell,the truth,person,gave birth to,the queen
0,the supporters give to king david,person married king david,P10891,the supporters,give to,king david,person,married,king david
0,glucagon is suppressed during pregnancy,hormone indicates pregnancy,P5460,glucagon,is suppressed during,pregnancy,hormone,indicates,pregnancy
0,the length is yet is in the mark,unit measures length,P15698,the length,is yet is in,the mark,unit,measures,length
0,the sailors removed the food,worker prepares food,P16221,the sailors,removed,the food,worker,prepares,food
0,appropriate medication should prompt for an infection,drug cures infections,P4410,appropriate medication,should prompt for,an infection,drug,cures,infections
1,france celebrated the anniversary,calendar day is commemorated in france,P1942,france,celebrated,the anniversary,calendar day,is commemorated in,france
0,weston dealt with a tax,person proposed more tax,P11369,weston,dealt with,a tax,person,proposed,more tax
0,stalin was suspicious of all communists,person succeeded stalin,P12308,stalin,was suspicious of,all communists,person,succeeded,stalin
0,the workmen could buy food,worker prepares food,P16203,the workmen,could buy,food,worker,prepares,food
0,roosevelt decided to send to london,united states president traveled to london,P15957,roosevelt,decided to send to,london,united states president,traveled to,london
0,jefferson sent the treaty to britain,person ruled britain,P11770,jefferson,sent the treaty to,britain,person,ruled,britain
0,the bombs plunged into the soft sand,material is used in bombs,P6089,the bombs,plunged into,the soft sand,material,is used in,bombs
0,the domestic fowl is assisted by animals,animal lives off animals,P1056,the domestic fowl,is assisted by,animals,animal,lives off,animals
0,artemus ward were ranked with mark twain,person was known as mark twain,P12958,artemus ward,were ranked with,mark twain,person,was known as,mark twain
0,president bush was defeated by bill clinton,person married bill clinton,P10831,president bush,was defeated by,bill clinton,person,married,bill clinton
0,the quarry has taken refuge in france,person was the king of france,P13367,the quarry,has taken refuge in,france,person,was the king of,france
0,kennedy appealed to khrushchev,person replaced kennedy,P11433,kennedy,appealed to,khrushchev,person,replaced,kennedy
0,tilden will go to the white house,person works at the white house,P13696,tilden,will go to,the white house,person,works at,the white house
1,this truss is constructed of wood,device is made of wood,P3712,this truss,is constructed of,wood,device,is made of,wood
0,britain would be agreeable to the inhabitants,person ruled britain,P11746,britain,would be agreeable to,the inhabitants,person,ruled,britain
0,the united states reduced to peru,territory was acquired by the united states,P15497,the united states,reduced to,peru,territory,was acquired by,the united states
0,saints had worked with politicians,person became a saint,P7203,saints,had worked with,politicians,person,became,a saint
1,the eaglet had eaten the fish,bird feeds on fish,P1704,the eaglet,had eaten,the fish,bird,feeds on,fish
1,south africa should remain within the british empire,territory was controlled by the british empire,P15518,south africa,should remain within,the british empire,territory,was controlled by,the british empire
0,massachusetts is reasonable for vermont,territory is bigger than vermont,P15259,massachusetts,is reasonable for,vermont,territory,is bigger than,vermont
0,galileo first observed the moon,person walked on the moon,P12372,galileo,first observed,the moon,person,walked on,the moon
0,the gold coast became the colony in africa,african country is the largest in africa,P69,the gold coast,became the colony in,africa,african country,is the largest in,africa
0,irish is great in america,beverage came from america,P1640,irish,is great in,america,beverage,came from,america
0,refiners can get oil,person made a fortune from oil,P10725,refiners,can get,oil,person,made a fortune from,oil
0,zinc is consumed in water,chemical element is found in water,P2425,zinc,is consumed in,water,chemical element,is found in,water
0,lincoln discovered shakespeare,person murdered lincoln,P11016,lincoln,discovered,shakespeare,person,murdered,lincoln
0,peace finally came to europe,international organization promotes peace,P5483,peace,finally came to,europe,international organization,promotes,peace
0,africa includes algeria,african country is the largest in africa,P36,africa,includes,algeria,african country,is the largest in,africa
0,the emperor had passed the alps,person lives in the alps,P10498,the emperor,had passed,the alps,person,lives in,the alps
0,the antibodies attack the blood cells,chemical is essential for blood cells,P2118,the antibodies,attack,the blood cells,chemical,is essential for,blood cells
0,the jesuits are restored in france,person was the king of france,P13448,the jesuits,are restored in,france,person,was the king of,france
0,the pipes had been broken by the earthquake,device measures earthquakes,P3730,the pipes,had been broken by,the earthquake,device,measures,earthquakes
1,the energy may be expressed in joules,unit measures energy,P15641,the energy,may be expressed in,joules,unit,measures,energy
0,an iron rod was thrust into the mass,unit measures mass,P15736,an iron rod,was thrust into,the mass,unit,measures,mass
1,cold applications will relieve the headache,drug relieves headaches,P4658,cold applications,will relieve,the headache,drug,relieves,headaches
0,kennedy received a call from kendall,person replaced kennedy,P11497,kennedy,received a call from,kendall,person,replaced,kennedy
0,the servant stood up and said to the queen,person gave birth to the queen,P8829,the servant,stood up and said to,the queen,person,gave birth to,the queen
1,east germany joined the warsaw pact,european country was part of the warsaw pact,P5116,east germany,joined,the warsaw pact,european country,was part of,the warsaw pact
1,doxycycline is recommended for patients with infections,drug cures infections,P4413,doxycycline,is recommended for patients with,infections,drug,cures,infections
0,stress is defined as the load,chemical helps reduce stress,P2061,stress,is defined as,the load,chemical,helps reduce,stress
1,lentils may be made into a flour,plant life is processed into flour,P14189,lentils,may be made into,a flour,plant life,is processed into,flour
0,the sultan had sent to victoria,person ruled after victoria,P12139,the sultan,had sent to,victoria,person,ruled after,victoria
0,the workers are smaller than queen,person gave birth to the queen,P8900,the workers,are smaller than,queen,person,gave birth to,the queen
0,the prime minister may remove the ministers,person appoints ministers,P6731,the prime minister,may remove,the ministers,person,appoints,ministers
0,abelard never mastered mathematics,philosopher discussed mathematics,P13869,abelard,never mastered,mathematics,philosopher,discussed,mathematics
0,the hindu keeps diamonds,person made a fortune from diamonds,P10820,the hindu,keeps,diamonds,person,made a fortune from,diamonds
0,india has interfered in tibet,asian country is a neighbor of india,P1385,india,has interfered in,tibet,asian country,is a neighbor of,india
0,meyerbeer was reigning at the opera,person composed an opera,P7571,meyerbeer,was reigning at,the opera,person,composed,an opera
0,peary planted the american flag,person designed the american flag,P8052,peary,planted,the american flag,person,designed,the american flag
0,wild creoles opposing to science,person contributed to science,P7663,wild creoles,opposing to,science,person,contributed to,science
0,peaches clad in snow,plant life can survive in the snow,P14022,peaches,clad in,snow,plant life,can survive in,the snow
0,the new calvinists were all of the church,philosopher questioned the church,P13881,the new calvinists,were all of,the church,philosopher,questioned,the church
1,the incidence is highest in japan,natural phenomenon occurs in japan,P6451,the incidence,is highest in,japan,natural phenomenon,occurs in,japan
0,the fellow was married in australia,person discovered australia,P8163,the fellow,was married in,australia,person,discovered,australia
0,the energy was first used by rankine,unit measures energy,P15658,the energy,was first used by,rankine,unit,measures,energy
0,this old man poses for abraham,person is the son of abraham,P10328,this old man,poses for,abraham,person,is the son of,abraham
0,workers were employed in california,person is the governor of california,P10055,workers,were employed in,california,person,is the governor of,california
0,jews sell vestments,clothing is worn by jews,P3010,jews,sell,vestments,clothing,is worn by,jews
0,mucus narrows bronchial tubes,body part secretes mucus,P1883,mucus,narrows,bronchial tubes,body part,secretes,mucus
0,insects never have wings,animal has wings,P438,insects,never have,wings,animal,has,wings
1,aspirin would relieve the headaches,drug relieves headaches,P4662,aspirin,would relieve,the headaches,drug,relieves,headaches
0,television allows candidates,person invented the television,P9087,television,allows,candidates,person,invented,the television
0,japan was the paradise of thieves,person controlled japan,P7910,japan,was the paradise of,thieves,person,controlled,japan
1,herakles was a son of zeus,mythical being was the son of zeus,P6382,herakles,was a son of,zeus,mythical being,was the son of,zeus
0,peking denounced the united states,city is the largest in the united states,P2864,peking,denounced,the united states,city,is the largest in,the united states
0,huntington as illustrated in america,person discovered america,P8128,huntington,as illustrated in,america,person,discovered,america
0,the resistance is independent of the current,device measures current,P3751,the resistance,is independent of,the current,device,measures,current
0,negroes were numerous in egypt,person ruled egypt,P11894,negroes,were numerous in,egypt,person,ruled,egypt
0,individual fibers have a covering of tissue,living thing rebuilds tissue,P5711,individual fibers,have a covering of,tissue,living thing,rebuilds,tissue
0,plant diseases not established in america,disease decimated the americas,P4164,plant diseases,not established in,america,disease,decimated,the americas
0,spaniards began to establish in california,person is the governor of california,P10102,spaniards,began to establish in,california,person,is the governor of,california
0,england valued africa,european country had colonies in africa,P4895,england,valued,africa,european country,had colonies in,africa
0,lincoln was born to thomas,person murdered lincoln,P11019,lincoln,was born to,thomas,person,murdered,lincoln
0,watson believe in the church,scientist was persecuted by the church,P14802,watson,believe in,the church,scientist,was persecuted by,the church
0,the tax must fall on the consumer,person proposed more tax,P11258,the tax,must fall on,the consumer,person,proposed,more tax
0,afghanistan is a haven for terrorists,location was attacked by terrorists,P5922,afghanistan,is a haven for,terrorists,location,was attacked by,terrorists
0,broken bones are with snakes,living thing reconstructs broken bones,P5771,broken bones,are with,snakes,living thing,reconstructs,broken bones
1,systematic zoology is the classification of animals,science researches animals,P14662,systematic zoology,is the classification of,animals,science,researches,animals
0,blair asserted in japan,person controlled japan,P7867,blair,asserted in,japan,person,controlled,japan
0,rice may be used in place of potatoes,solid food is served with rice,P14980,rice,may be used in place of,potatoes,solid food,is served with,rice
1,armadillos have been found in texas,animal lives in texas,P891,armadillos,have been found in,texas,animal,lives in,texas
0,the monasteries afforded to the unhappy victims,person lives in a monastery,P10566,the monasteries,afforded to,the unhappy victims,person,lives in,a monastery
0,providence looked toward europe,city is in europe,P2557,providence,looked toward,europe,city,is in,europe
0,the applicants pursued the ministers,person appoints ministers,P6873,the applicants,pursued,the ministers,person,appoints,ministers
1,metronidazole is the treatment for infection,drug kills infections,P4477,metronidazole,is the treatment for,infection,drug,kills,infections
1,gonadotropins have been used to induce ovulation,hormone causes ovulation,P5441,gonadotropins,have been used to induce,ovulation,hormone,causes,ovulation
0,the english had behaved in south africa,african country speaks english,P123,the english,had behaved in,south africa,african country,speaks,english
0,hormones combine with receptors,body part secretes hormones,P1805,hormones,combine with,receptors,body part,secretes,hormones
0,the complex reached russia,material is abundant in russia,P6062,the complex,reached,russia,material,is abundant in,russia
0,the current is usually supplied by a transformer,device measures current,P3807,the current,is usually supplied by,a transformer,device,measures,current
0,the governor assured kennedy,person replaced kennedy,P11506,the governor,assured,kennedy,person,replaced,kennedy
1,virus is the cause of mononucleosis,disease is caused by a virus,P4196,virus,is the cause of,mononucleosis,disease,is caused by,a virus
1,truman approached stalin,united states president met stalin,P15887,truman,approached,stalin,united states president,met,stalin
0,no master ever possessed a band,person plays in a band,P11134,no master,ever possessed,a band,person,plays in,a band
0,joseph taught in egypt,person ruled egypt,P11862,joseph,taught in,egypt,person,ruled,egypt
0,genoa became mistress of the sea,city is next to the sea,P2693,genoa,became mistress of,the sea,city,is next to,the sea
1,bologna lies at the foot of these mountains,city is located near mountains,P2652,bologna,lies at the foot of,these mountains,city,is located near,mountains
0,times led up the slope,process reveals the slope,P14482,times,led up,the slope,process,reveals,the slope
0,japan does not have enough soldiers,person controlled japan,P7890,japan,does not have,enough soldiers,person,controlled,japan
0,reagan had cut taxes,united states president raised taxes,P15899,reagan,had cut,taxes,united states president,raised,taxes
0,all laws shall be signed by the prime minister,person interprets laws,P8940,all laws,shall be signed by,the prime minister,person,interprets,laws
0,the warrior is covered with steel,person became rich from steel,P7389,the warrior,is covered with,steel,person,became rich from,steel
0,president bush visited japan,united states president made peace with japan,P15841,president bush,visited,japan,united states president,made peace with,japan
0,zeus struck phaethon,deity is the wife of zeus,P3287,zeus,struck,phaethon,deity,is the wife of,zeus
0,spain relinquished to the united states,european country is an ally of the united states,P5071,spain,relinquished to,the united states,european country,is an ally of,the united states
0,an indigent hermit might traverse egypt,person ruled egypt,P11899,an indigent hermit,might traverse,egypt,person,ruled,egypt
0,salicylic acid is detected by the color,chemical removes color,P2312,salicylic acid,is detected by,the color,chemical,removes,color
1,the wild vine is indigenous to america,plant life is native to america,P14140,the wild vine,is indigenous to,america,plant life,is native to,america
0,bruce got into a taxi,person owns a taxi,P11096,bruce,got into,a taxi,person,owns,a taxi
0,japan attempted with elective representatives,person controlled japan,P7944,japan,attempted with,elective representatives,person,controlled,japan
0,germany would defeat russia,european country is an ally of russia,P5018,germany,would defeat,russia,european country,is an ally of,russia
0,britain has only parsons,person ruled britain,P11844,britain,has only,parsons,person,ruled,britain
0,alexander made a jest of the battle,person fought in a battle,P8561,alexander,made a jest of,the battle,person,fought in,a battle
0,lincoln figures as a horse trader,person murdered lincoln,P11001,lincoln,figures as,a horse trader,person,murdered,lincoln
0,the bread was turned into stone,worker produces bread,P16310,the bread,was turned into,stone,worker,produces,bread
0,germany acquired the cameroons,african country trades with germany,P149,germany,acquired,the cameroons,african country,trades with,germany
0,nongonococcal urethritis is frequent in america,disease decimated the americas,P4162,nongonococcal urethritis,is frequent in,america,disease,decimated,the americas
0,all italy submits to rome,city is the capital of italy,P2788,all italy,submits to,rome,city,is the capital of,italy
0,freud called after the hero,person became a hero,P7305,freud,called after,the hero,person,became,a hero
0,mercury looks similar to the moon,celestial body can be seen from the moon,P2020,mercury,looks similar to,the moon,celestial body,can be seen from,the moon
0,merchants were worse in england,person was the king of england,P13240,merchants,were worse in,england,person,was the king of,england
0,buchanan commanded the virginia,united states president was born in virginia,P16007,buchanan,commanded,the virginia,united states president,was born in,virginia
0,bukharin called on stalin,person succeeded stalin,P12314,bukharin,called on,stalin,person,succeeded,stalin
0,the rich man is informed by abraham,person is the son of abraham,P10347,the rich man,is informed by,abraham,person,is the son of,abraham
0,an statesman might read detective stories,person wrote detective stories,P13836,an statesman,might read,detective stories,person,wrote,detective stories
0,nobody said in victoria,person ruled after victoria,P12181,nobody,said in,victoria,person,ruled after,victoria
1,wood is now used in the reaper,device is made of wood,P3716,wood,is now used in,the reaper,device,is made of,wood
0,a llama is mighty in england,animal represents england,P1109,a llama,is mighty in,england,animal,represents,england
0,a daring men sailed to florida,person is the governor of florida,P10147,a daring men,sailed to,florida,person,is the governor of,florida
0,cancer receiving tamoxifen,drug kills cancer,P4508,cancer,receiving,tamoxifen,drug,kills,cancer
0,roosevelt applauded chamberlain,person was president after roosevelt,P13122,roosevelt,applauded,chamberlain,person,was president after,roosevelt
0,candles float on currents,device measures current,P3845,candles,float on,currents,device,measures,current
0,peter wrote from babylon,deity was worshiped in babylon,P3416,peter,wrote from,babylon,deity,was worshiped in,babylon
0,fletcher should go to england,person was the king of england,P13193,fletcher,should go to,england,person,was the king of,england
0,these insects are relatives of the housefly,animal eats insects,P384,these insects,are relatives of,the housefly,animal,eats,insects
1,breads are enriched with iron,solid food is rich with iron,P14946,breads,are enriched with,iron,solid food,is rich with,iron
0,many cranes were seen with a antelope,animal hunts antelopes,P527,many cranes,were seen with,a antelope,animal,hunts,antelopes
0,the laws prescribe to loyal subjects,person interprets laws,P8977,the laws,prescribe to,loyal subjects,person,interprets,laws
0,skilled workers could manipulate steel,person became rich from steel,P7418,skilled workers,could manipulate,steel,person,became rich from,steel
1,the length may be reduced to millimeters,unit measures length,P15697,the length,may be reduced to,millimeters,unit,measures,length
0,blake entered and took the diamond,person made a fortune from diamonds,P10746,blake,entered and took,the diamond,person,made a fortune from,diamonds
0,these blocks are removed as the length,unit measures length,P15699,these blocks,are removed as,the length,unit,measures,length
0,the monastery was dissolved by henry viii,person lives in a monastery,P10537,the monastery,was dissolved by,henry viii,person,lives in,a monastery
0,the skull meets the spine,bone is part of the spine,P1894,the skull,meets,the spine,bone,is part of,the spine
0,the commandant was and welcomed washington,person works in washington,P13812,the commandant,was and welcomed,washington,person,works in,washington
1,the slope is found by differentiation,process reveals the slope,P14474,the slope,is found by,differentiation,process,reveals,the slope
1,infections have been successfully treated with vancomycin,drug cures infections,P4372,infections,have been successfully treated with,vancomycin,drug,cures,infections
1,coats are worn at rome,clothing was worn in rome,P3042,coats,are worn at,rome,clothing,was worn in,rome
0,the government applauded trevelyan,person is employed by the government,P9774,the government,applauded,trevelyan,person,is employed by,the government
0,the commissioner shall add to the tax,person proposed more tax,P11249,the commissioner,shall add to,the tax,person,proposed,more tax
0,television has become important as an medium,person appeared on television,P6708,television,has become important as,an medium,person,appeared on,television
0,nixon asked of douglas,person replaced nixon,P11617,nixon,asked of,douglas,person,replaced,nixon
0,lincoln did not require a guardian,person murdered lincoln,P10920,lincoln,did not require,a guardian,person,murdered,lincoln
0,lincoln attended as a delegate,person assassinated lincoln,P6890,lincoln,attended as,a delegate,person,assassinated,lincoln
0,the italian republics were the glory of europe,european country is the largest in europe,P5141,the italian republics,were the glory of,europe,european country,is the largest in,europe
0,julius caesar had conquered gaul,person married julius caesar,P10841,julius caesar,had conquered,gaul,person,married,julius caesar
0,helena was something like the sea,city is next to the sea,P2676,helena,was something like,the sea,city,is next to,the sea
1,medals will be awarded to winners,person was awarded a medal,P12448,medals,will be awarded to,winners,person,was awarded,a medal
0,caffeine can cause headaches,chemical relieves headache,P2160,caffeine,can cause,headaches,chemical,relieves,headache
0,a sister ship sailed from new york,vehicle flies to new york,P16052,a sister ship,sailed from,new york,vehicle,flies to,new york
0,sugar is lost that beetroot,plant life is processed into sugar,P14226,sugar,is lost,that beetroot,plant life,is processed into,sugar
0,mathematics is not important in life,science studies life,P14712,mathematics,is not important in,life,science,studies,life
0,ibm followed suit,person founded ibm,P8765,ibm,followed,suit,person,founded,ibm
0,jesus was a descendant of david,person followed jesus,P8331,jesus,was a descendant of,david,person,followed,jesus
0,jews should be distinguished by a costume,clothing is worn by jews,P3009,jews,should be distinguished by,a costume,clothing,is worn by,jews
0,antibiotics may cause contact dermatitis,disease requires antibiotics,P4323,antibiotics,may cause,contact dermatitis,disease,requires,antibiotics
0,infections maintained with lower dose,drug kills infections,P4473,infections,maintained with,lower dose,drug,kills,infections
0,taft often went to the theater,united states president was shot in a theater,P16041,taft,often went to,the theater,united states president,was shot in,a theater
0,opossums are mostly animals,animal lives off animals,P987,opossums,are mostly,animals,animal,lives off,animals
1,gates found microsoft,person owns microsoft,P11114,gates,found,microsoft,person,owns,microsoft
0,clothing attracts dust,material is used in clothing,P6139,clothing,attracts,dust,material,is used in,clothing
0,beggar means more to egypt,person ruled egypt,P12003,beggar,means more to,egypt,person,ruled,egypt
0,kennedy discussed berlin,united states president visited berlin,P15962,kennedy,discussed,berlin,united states president,visited,berlin
1,the coal came from england,european country exports coal,P5189,the coal,came from,england,european country,exports,coal
0,london returned to california,city is the capital of california,P2750,london,returned to,california,city,is the capital of,california
0,the ambassador had been sent by henry viii,person was divorced from henry viii,P12840,the ambassador,had been sent by,henry viii,person,was divorced from,henry viii
0,tissues are closed with catgut,living thing rebuilds tissue,P5729,tissues,are closed with,catgut,living thing,rebuilds,tissue
0,the conservatives gained after a civil war,person fought in the civil war,P8742,the conservatives,gained after,a civil war,person,fought in,the civil war
0,neptune striking the earth,planet is bigger than earth,P13981,neptune,striking,the earth,planet,is bigger than,earth
1,plato advocated communism,person is associated with communism,P9606,plato,advocated,communism,person,is associated with,communism
0,coconuts can take the place of rice,solid food is served with rice,P14979,coconuts,can take the place of,rice,solid food,is served with,rice
0,no good briton can love any constitution,person drafted the constitution,P8320,no good briton,can love,any constitution,person,drafted,the constitution
0,stalin ordered molotov,person succeeded stalin,P12257,stalin,ordered,molotov,person,succeeded,stalin
1,aspirin may be given for headache,drug relieves headaches,P4646,aspirin,may be given for,headache,drug,relieves,headaches
1,sanskrit was the language in india,language is spoken in india,P5613,sanskrit,was the language in,india,language,is spoken in,india
0,wood begins to cover the surface,device is made of wood,P3692,wood,begins to cover,the surface,device,is made of,wood
0,the american flag is in danger from the imperialists,person designed the american flag,P8050,the american flag,is in danger from,the imperialists,person,designed,the american flag
0,england has a name in africa,european country had colonies in africa,P4905,england,has a name in,africa,european country,had colonies in,africa
1,the father sued and obtained an award,person was given an award,P12928,the father,sued and obtained,an award,person,was given,an award
0,arnold was a traitor to america,person was born in america,P12532,arnold,was a traitor to,america,person,was born in,america
1,delphi was the heart of greece,city had influence in greece,P2535,delphi,was the heart of,greece,city,had influence in,greece
0,polk offered to buy california,person is the governor of california,P10044,polk,offered to buy,california,person,is the governor of,california
0,albert inquired of the moon,person walked on the moon,P12397,albert,inquired of,the moon,person,walked on,the moon
0,julius caesar persuaded the roman dramatists,person killed julius caesar,P10453,julius caesar,persuaded,the roman dramatists,person,killed,julius caesar
0,crawford looked at abraham,person is the son of abraham,P10265,crawford,looked at,abraham,person,is the son of,abraham
0,monasteries have been founded by emperors,person lives in a monastery,P10609,monasteries,have been founded by,emperors,person,lives in,a monastery
0,zeus metamorphosed niobe,mythical being was the son of zeus,P6401,zeus,metamorphosed,niobe,mythical being,was the son of,zeus
0,the queen had estranged the hamiltons,person gave birth to the queen,P8874,the queen,had estranged,the hamiltons,person,gave birth to,the queen
0,washington had been deceived by the interpreter,person works in washington,P13799,washington,had been deceived by,the interpreter,person,works in,washington
1,a policeman will get a medal,person was awarded a medal,P12426,a policeman,will get,a medal,person,was awarded,a medal
0,the metal is not in contact,device is made of metal,P3477,the metal,is not in,contact,device,is made of,metal
1,celandine is indigenous to europe,plant life is native to europe,P14179,celandine,is indigenous to,europe,plant life,is native to,europe
0,russia was to obtain moldavia,european country invaded russia,P4960,russia,was to obtain,moldavia,european country,invaded,russia
1,the argentines have played a role in america,animal lives in america,P881,the argentines,have played a role in,america,animal,lives in,america
0,the telephone can be a saver,person invented the telephone,P9257,the telephone,can be,a saver,person,invented,the telephone
0,the politicians rallied round the tax,person proposed more tax,P11349,the politicians,rallied round,the tax,person,proposed,more tax
0,the birds are calling in the side oleanders,plant life is consumed by birds,P14101,the birds,are calling in,the side oleanders,plant life,is consumed by,birds
0,the envious priests have brought jesus,person followed jesus,P8432,the envious priests,have brought,jesus,person,followed,jesus
0,germany impressed spain,european country declared war on germany,P4862,germany,impressed,spain,european country,declared war on,germany
0,the united states made demands on portugal,european country is an ally of the united states,P5086,the united states,made demands on,portugal,european country,is an ally of,the united states
0,venus is large as the earth,planet is bigger than earth,P13977,venus,is large as,the earth,planet,is bigger than,earth
0,the very clothes are borrowed from a scotch seaman,worker makes clothes,P16162,the very clothes,are borrowed from,a scotch seaman,worker,makes,clothes
0,the states had created nato,location is the headquarters of nato,P5824,the states,had created,nato,location,is the headquarters of,nato
0,the disease affects the apple,fruit prevents disease,P5383,the disease,affects,the apple,fruit,prevents,disease
1,the deer nibbled at the crops,animal eats crops,P300,the deer,nibbled at,the crops,animal,eats,crops
1,the wound cauterized with the thermocautery,process treats wounds,P14496,the wound,cauterized with,the thermocautery,process,treats,wounds
0,all such tissue should be sent to an pathologist,living thing rebuilds tissue,P5758,all such tissue,should be sent to,an pathologist,living thing,rebuilds,tissue
1,urdu is official in pakistan,language is spoken in pakistan,P5581,urdu,is official in,pakistan,language,is spoken in,pakistan
0,america took some of the cruisers,car is made in america,P1976,america,took some of,the cruisers,car,is made in,america
0,egypt severed relations with germany,african country trades with germany,P144,egypt,severed relations with,germany,african country,trades with,germany
0,caesar precipitated civil war,person fought in the civil war,P8723,caesar,precipitated,civil war,person,fought in,the civil war
0,lenin promoted stalin,person succeeded stalin,P12276,lenin,promoted,stalin,person,succeeded,stalin
0,the romans to be subject to nero,ruler fought the romans,P14619,the romans,to be subject to,nero,ruler,fought,the romans
1,general tojo becomes minister of japan,person controlled japan,P7902,general tojo,becomes minister of,japan,person,controlled,japan
1,the crops were destroyed by grasshoppers,animal eats crops,P290,the crops,were destroyed by,grasshoppers,animal,eats,crops
1,coyotes once lived in america,animal lives in america,P858,coyotes,once lived in,america,animal,lives in,america
0,washington was introduced by the secretary,person works in washington,P13726,washington,was introduced by,the secretary,person,works in,washington
0,australia continued to receive convicts,person discovered australia,P8152,australia,continued to receive,convicts,person,discovered,australia
0,a republic was inaugurated in rome,political system was used by rome,P14401,a republic,was inaugurated in,rome,political system,was used by,rome
0,that iron is harder than butter,solid food is rich with iron,P14956,that iron,is harder than,butter,solid food,is rich with,iron
0,switzerland compared with that of germany,european country declared war on germany,P4883,switzerland,compared with that of,germany,european country,declared war on,germany
0,widow left for the soviet union,person was the leader of the soviet union,P13564,widow,left for,the soviet union,person,was the leader of,the soviet union
1,eisenhower went to london,united states president traveled to london,P15932,eisenhower,went to,london,united states president,traveled to,london
0,america is hard on intellectuals,person was born in america,P12618,america,is hard on,intellectuals,person,was born in,america
0,zeus had committed with leda,mythical being was the son of zeus,P6386,zeus,had committed with,leda,mythical being,was the son of,zeus
0,spectinomycin are ineffective in infections,drug cures infections,P4386,spectinomycin,are ineffective in,infections,drug,cures,infections
0,indonesia was occupied by the japanese,language is spoken in indonesia,P5586,indonesia,was occupied by,the japanese,language,is spoken in,indonesia
0,jacob was a disciple of samuel,person is the son of jacob,P10427,jacob,was a disciple of,samuel,person,is the son of,jacob
1,jefferson reached paris,united states president traveled to paris,P15911,jefferson,reached,paris,united states president,traveled to,paris
0,the original enemy was like buddhism,person is the founder of buddhism,P9938,the original enemy,was like,buddhism,person,is the founder of,buddhism
0,the disease is caused by eating the grain,fruit prevents disease,P5378,the disease,is caused by eating,the grain,fruit,prevents,disease
1,viruses isolated from natural colds,disease is caused by a virus,P4215,viruses,isolated from,natural colds,disease,is caused by,a virus
1,geophysics is the study of the earth,science studies the earth,P14688,geophysics,is the study of,the earth,science,studies,the earth
0,sheridan had seized the telephone,person invented the telephone,P9160,sheridan,had seized,the telephone,person,invented,the telephone
0,nehru addressed to stalin,person succeeded stalin,P12284,nehru,addressed to,stalin,person,succeeded,stalin
0,sennacherib marched against egypt,person ruled egypt,P11911,sennacherib,marched against,egypt,person,ruled,egypt
0,stalin was the example of a revolutionary,person succeeded stalin,P12247,stalin,was the example of,a revolutionary,person,succeeded,stalin
0,the united states should invade iraq,territory was acquired by the united states,P15457,the united states,should invade,iraq,territory,was acquired by,the united states
0,fillmore dispatched to japan,united states president made peace with japan,P15849,fillmore,dispatched to,japan,united states president,made peace with,japan
0,many pioneers had settled in texas,person is a politician from texas,P9481,many pioneers,had settled in,texas,person,is a politician from,texas
0,jefferson founded the university of virginia,united states president was born in virginia,P15990,jefferson,founded the university of,virginia,united states president,was born in,virginia
0,great britain handed over to the united nations,location is the headquarters of the united nations,P5851,great britain,handed over to,the united nations,location,is the headquarters of,the united nations
0,captain cook visited the coast of america,territory was discovered by captain cook,P15569,captain cook,visited the coast of,america,territory,was discovered by,captain cook
1,viral hepatitis is caused by one of the viruses,disease is caused by a virus,P4227,viral hepatitis,is caused by one of,the viruses,disease,is caused by,a virus
0,caxton set up in england,person was the king of england,P13182,caxton,set up in,england,person,was the king of,england
1,the hornet captured in america,animal lives in america,P871,the hornet,captured in,america,animal,lives in,america
0,the scene painters caricatured america,person was born in america,P12609,the scene painters,caricatured,america,person,was born in,america
0,animals are descended from the ascidians,animal lives off animals,P1052,animals,are descended from,the ascidians,animal,lives off,animals
0,the barbarians subverted the laws,person interprets laws,P8941,the barbarians,subverted,the laws,person,interprets,laws
0,the shogun patronized buddhism,person is the founder of buddhism,P9939,the shogun,patronized,buddhism,person,is the founder of,buddhism
0,the currents are returned to the cathode,device measures current,P3906,the currents,are returned to,the cathode,device,measures,current
