GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
contradiction," ""An' jus' why?""Anse demanded.",Anse is not asking a question.,72084c,An' jus' why,demanded,Anse,Anse,is not asking,a question
entailment,A gymnast performing in a competition.,A contest is taking place.,3414043795.jpg#4r1e,A gymnast,performing,in a competition,A contest,is taking,place
entailment,It saturates them.,It totally soaked them to the bone.,76525e,It,saturates,them,It,totally soaked,them
neutral,A little girl hugs another little girl.,A little girl hugs her sister.,3079787482.jpg#2r2n,A little girl,hugs,another little girl,A little girl,hugs,her sister
neutral,The water is very clear.,The water is from a lake.,vg_len67r5n,The water,is,very clear,The water,is,from a lake
neutral,Three children are shown in the snow.,Three children are playing in the snow.,3190677999.jpg#3r1n,Three children,are shown,in the snow,Three children,are playing,in the snow
contradiction,A rock band is playing for a crowd.,The band has left the building.,1316505120.jpg#4r4c,A rock band,is playing,for a crowd,The band,has left,the building
entailment,Two young boys holding saxophones.,Boys are holding instruments.,381767781.jpg#3r1e,Two young boys,holding,saxophones,Boys,are holding,instruments
entailment,Several Asians eat food outdoors.,People are eating outdoors.,10459869.jpg#4r5e,Several Asians,eat outdoors,food,People,are eating,outdoors
neutral,The women is washing the newborn baby.,A baby is getting his first bath.,4857561027.jpg#2r1n,The women,is washing,the newborn baby,A baby,is getting,his first bath
entailment,black guy trying to make some fresh barbecue.,The guy is black.,500290283.jpg#4r1e,black guy,trying to make,some fresh barbecue,The guy,is,black
neutral,A watercraft speeds through the water.,Some boats are small.,3722572342.jpg#3r1n,A watercraft,speeds,through the water,Some boats,are,small
entailment,Nero was emperor until 70 A.D.,An emperor was named Nero.,74469e,Nero,was emperor until,70 A.D.,An emperor,was named,Nero
entailment,A couple looking at a map.,A couple look at a map.,4952001654.jpg#4r1e,A couple,looking,at a map,A couple,look,at a map
contradiction,A man talks behind a podium.,A man stands silently.,4294390957.jpg#3r1c,A man,talks,behind a podium,A man,stands,silently
entailment,He gagged on it.,The person had choked on it.,135168e,He,gagged,on it,The person,had choked,on it
contradiction,The two horses are beautiful.,The horses are ugly,vg_len3r3c,The two horses,are,beautiful,The horses,are,ugly
entailment,A band is jamming out to the music.,A band playing instruments,3099294440.jpg#4r1e,A band,is jamming out,to the music,A band,playing,instruments
entailment,Shucks! retorted Julius.,Julius replied with an exclamation.,70248e,Shucks,retorted,Julius,Julius,replied,with an exclamation
contradiction,Two females are shopping in chinatown.,Two women are working in chinatown.,4808316455.jpg#4r1c,Two females,are shopping,in chinatown,Two women,are working,in chinatown
contradiction,Three elderly women walking from behind.,Three women are sitting on a bench.,1482960952.jpg#3r4c,Three elderly women,walking,from behind,Three women,are sitting,on a bench
entailment,He is sitting inside the store.,He is inside a store.,3342125456.jpg#4r1e,He,is sitting,inside the store,He,is,inside a store
entailment,The boat is white,The vessel used for transportation upon water is of a color that reflects all wavelengths.,vg_len46r2e,The boat,is,white,The vessel,used,for transportation
contradiction,a man removing tree limbs.,Nobody is here.,570520724.jpg#4r1c,a man,removing,tree limbs,Nobody,is,here
contradiction,five little boys playing soccer.,The boys are playing basketball,6271611352.jpg#3r1c,five little boys,playing,soccer,The boys,are playing,basketball
contradiction,An Olympic jumper crossing the rope.,the jumper was an amateur,2741990005.jpg#3r1c,An Olympic jumper,crossing,the rope,the jumper,was,an amateur
entailment,A woman walking along a river.,A person walking along a river.,4696110056.jpg#4r1e,A woman,walking,along a river,A person,walking,along a river
entailment,Ladies dancing in colorful costumes.,Ladies are dancing in colorful outfits.,3601298556.jpg#4r1e,Ladies,dancing,in colorful costumes,Ladies,are dancing,in colorful outfits
neutral,The report is presented in three sections.,The report is very long. ,140563n,The report,is presented,in three sections,The report,is,very long
entailment,Three boys wearing Florida Marlins hats.,Some people are wearing hats,118309463.jpg#4r1e,Three boys,wearing,Florida Marlins hats,Some people,are wearing,hats
entailment,Traditional dancers perform on the street.,Dancers perform on the street.,4761666419.jpg#4r1e,Traditional dancers,perform,on the street,Dancers,perform,on the street
entailment,A young man shooting hoops.,A man is playing basketball.,3285298241.jpg#4r1e,A young man,shooting,hoops,A man,is playing,basketball
contradiction,A skateboarder is doing a stunt.,The racer is doing a stunt.,3223606402.jpg#4r1c,A skateboarder,is doing,a stunt,The racer,is doing,a stunt
entailment,A man working an office printer.,This man is printing something out.,390675437.jpg#4r1e,A man,working,an office printer,This man,is printing out,something
entailment,I trust you.,I think you are trustworthy.,27041e,I,trust,you,I,think,you are trustworthy
entailment,Mrs. Vandemeyer lifted her lids.,The lids were closed.,51063e,Mrs. Vandemeyer,lifted,her lids,The lids,were,closed
entailment,A couple walking down the street.,a couple is walking up the street.,4823222029.jpg#3r2e,A couple,walking,down the street,a couple,is walking,up the street
entailment,A tan dog runs through the snow.,A dog runs through snow.,226531363.jpg#3r1e,A tan dog,runs,through the snow,A dog,runs,through snow
neutral,A mountain lion is leaping off of a rock.,The mountain lion was leaping after it's prey.,3241892328.jpg#1r1n,A mountain lion,is leaping off,of a rock,The mountain lion,was leaping,after it's prey
neutral,Guy playing college basketball.,The guy is a great player,6475050767.jpg#4r1n,Guy,playing,college basketball,The guy,is,a great player
contradiction,Three running men participating in a marathon.,Three running men are chased by the police.,4961508842.jpg#1r1c,Three running men,participating,in a marathon,Three running men,are chased,by the police
entailment,Two people eating at a restaurant.,People eating at a restaurant.,371139037.jpg#3r2e,Two people,eating,at a restaurant,People,eating,at a restaurant
contradiction,A man performs on the keyboard.,A man is playing a guitar.,3631530817.jpg#4r1c,A man,performs,on the keyboard,A man,is playing,a guitar
entailment,i loved it,I deeply valued and enjoyed the experience.,63214e,i,loved,it,I,enjoyed,the experience
neutral,Two weimaraners running in the snow.,The dogs are playing with the kid.,392467282.jpg#3r1n,Two weimaraners,running,in the snow,The dogs,are playing,with the kid
contradiction,People are shopping in a market.,People are skiing down the hill.,4725662892.jpg#4r1c,People,are shopping,in a market,People,are skiing,down the hill
entailment,Two men performing on instruments.,Two men making music using instruments.,205675005.jpg#4r1e,Two men,performing,on instruments,Two men,making,music using instruments
neutral,Quickest way is down this alley.,Nobody trusts the alley path. ,98380n,Quickest way,is,down this alley,Nobody,trusts,the alley path
neutral,A download is a poor substitute.,Uploads are a better substitute.  ,109536n,A download,is,a poor substitute,Uploads,are,a better substitute
entailment,His smile was distinctly attractive.,His smile looked great.,70297e,His smile,was,distinctly attractive,His smile,looked,great
neutral,A lady kneeling to look at a bowl.,A lady is browsing items.,4969006670.jpg#4r1n,A lady,kneeling to look,at a bowl,A lady,is browsing,items
contradiction,A diving permit is required under Spanish law.,No driving permits are required by Spanish law.,37254c,A diving permit,is required,under Spanish law,No driving permits,are required,by Spanish law
entailment,Two dogs chasing a ball.,The dogs are chasing something.,3368207495.jpg#4r1e,Two dogs,chasing,a ball,The dogs,are chasing,something
contradiction,A little girl is helping make breakfast.,a little boy is helping make breakfast,135200870.jpg#3r1c,A little girl,is helping make,breakfast,a little boy,is helping,make breakfast
contradiction,Others are less enthusiastic.,Others are jumping for joy.,54900c,Others,are,less enthusiastic,Others,are jumping,for joy
contradiction,An old man stands beside a sea.,An old woman stares out at sea.,2214780248.jpg#4r1c,An old man,stands,beside a sea,An old woman,stares out,at sea
neutral,"Nothing doing, said Julius.",Julius was now discouraged.,29374n,Nothing doing,said,Julius,Julius,was discouraged,now
entailment,An elderly man carry his possessions.,A man carrying stuff,4478357614.jpg#4r1e,An elderly man,carry,his possessions,A man,carrying,stuff
entailment,Mary's later dropped out.),Mary's later dropped out.),60959e,Mary's,dropped out,later,Mary's,dropped out,later
entailment,John bent his head. ,John looked down.,2712e,John,bent,his head,John,looked,down
neutral,A woman practicing for tennis.,Serena Williams hits a groundstroke.,23015660.jpg#4r1n,A woman,practicing,for tennis,Serena Williams,hits,a groundstroke
neutral,A yellow parasail is in the air.,The parasail is a drone.,247652942.jpg#4r1n,A yellow parasail,is,in the air,The parasail,is,a drone
entailment,A few people are staring at something.,People are looking at something,4755772591.jpg#4r1e,A few people,are staring,at something,People,are looking,at something
entailment,An older man reading a book.,The man is literate.,4671540511.jpg#4r5e,An older man,reading,a book,The man,is,literate
contradiction,People attempting to rope cattle.,People are roping dogs.,4931356888.jpg#4r1c,People,attempting,to rope cattle,People,are roping,dogs
entailment,Two seated people overlook a city landscape.,Two people are overlooking the city.,4942654560.jpg#4r1e,Two seated people,overlook,a city landscape,Two people,are overlooking,the city
entailment,A person looking out a window.,A person is near a window.,217013833.jpg#4r1e,A person,looking out,a window,A person,is,near a window
contradiction,A child is happily playing on the slide.,The child is sleep outside.,2358554995.jpg#3r1c,A child,is happily playing,on the slide,The child,is,sleep outside
entailment,A boy is jumping on a bed.,A boy jumping around.,1131932671.jpg#4r1e,A boy,is jumping,on a bed,A boy,jumping,around
entailment,A white dog runs on a beach.,The dog is white.,878758390.jpg#4r1e,A white dog,runs,on a beach,The dog,is,white
entailment,An older man is cutting the turkey.,A man is carving turkey.,69514091.jpg#4r1e,An older man,is cutting,the turkey,A man,is carving,turkey
entailment,Neither is war.,Neither is war.,44459e,Neither,is,war,Neither,is,war
entailment,A man in a striped shirt smiling.,The man is wearing a shirt.,2768397923.jpg#4r1e,A man in,smiling,a striped shirt,The man,is wearing,a shirt
entailment,A kid standing in a sprinkler.,The kid has legs.,2718027742.jpg#4r1e,A kid,standing,in a sprinkler,The kid,has,legs
entailment,Two women walk down a street.,There are two women walking down a street.,1776981714.jpg#4r2e,Two women,walk,down a street,two women,walking,down a street
neutral,A girl standing in high heels.,A girl is wearing stilletos.,4948440838.jpg#4r3n,A girl,standing,in high heels,A girl,is wearing,stilletos
entailment,Six people are sitting behind two kayaks.,The six people are outdoors.,2566294211.jpg#3r1e,Six people,are sitting,behind two kayaks,The six people,are,outdoors
contradiction,He opened his mouth.,He closed his mouth.,83357c,He,opened,his mouth,He,closed,his mouth
entailment,A shirtless man is working on a bicycle.,A man is fixing a bike.,4385122946.jpg#4r1n,A shirtless man,is working,on a bicycle,A man,is fixing,a bike
contradiction,A man is playing an acoustic guitar.,A man is writing notes for guitar.,3388569156.jpg#3r2c,A man,is playing,an acoustic guitar,A man,is writing,notes for guitar
neutral,A young woman is pole vaulting.,The young woman is nervous.,7150152099.jpg#4r1n,A young woman,is,pole vaulting,The young woman,is,nervous
contradiction,Several young children are sitting in a group.,Several young children are playing basketball.,2573009655.jpg#2r1c,Several young children,are sitting,in a group,Several young children,are playing,basketball
entailment,The attacker faced Drew directly.,Drew was faced by the attacker.,73912e,The attacker,faced directly,Drew,Drew,was faced,by the attacker
entailment,The dog is on the bed.,The dog is on the bed.,418796494.jpg#4r1e,The dog,is,on the bed,The dog,is,on the bed
neutral,We are armed.  ,We have guns.,64179n,We,are,armed,We,have,guns
neutral,Three young men stand holding strings,The three men are posing for a picture.,3817335146.jpg#1r1n,Three young men,stand,holding strings,The three men,are posing,for a picture
contradiction,Workers fixing a paved road.,Workers are fixing a telephone pole.,122190424.jpg#4r1c,Workers,fixing,a paved road,Workers,are fixing,a telephone pole
entailment,A brown dog is flying through the air.,An animal is in mid air.,3195701071.jpg#3r1e,A brown dog,is flying,through the air,An animal,is,in mid air
entailment,a dog running towards the camera,The dog ran towards the camera.,2924870944.jpg#4r1e,a dog,running,towards the camera,The dog,ran,towards the camera
neutral,Two boys are running outside.,Boys running cross country.,4934808425.jpg#4r1n,Two boys,are running,outside,Boys,running,cross country
entailment,a person snowboarding on a refrigerator,A snowboarder does a trick.,3267644370.jpg#4r1e,a person,snowboarding,on a refrigerator,A snowboarder,does,a trick
contradiction,two young boys competing in a race.,Neither person moves a muscle.,3724487641.jpg#3r1c,two young boys,competing,in a race,Neither person,moves,a muscle
contradiction,Blond boy jumping onto deck.,A boy sitting outside.,3747410574.jpg#4r1c,Blond boy,jumping,onto deck,A boy,sitting,outside
neutral,Drew knew that feeling also.,Drew liked the feeling. ,58833n,Drew,knew,that feeling also,Drew,liked,the feeling
entailment,A person jumps onto a barrier.,A person gets onto a barrier.,2846785268.jpg#4r1e,A person,jumps,onto a barrier,A person,gets,onto a barrier
entailment,A woman is standing outside a store.,A person is standing outside.,4567843806.jpg#4r1e,A woman,is standing,outside a store,A person,is standing,outside
contradiction,A couple is attending a concert.,A person is by themselves.,1287768104.jpg#4r1c,A couple,is attending,a concert,A person,is,by themselves
entailment,The two boy are walking down the street.,The two boys are outdoors.,4955339160.jpg#4r1e,The two boy,are walking,down the street,The two boys,are,outdoors
contradiction,A white dog runs on the beach.,A white dog is carried off by birds.,2714220101.jpg#2r1c,A white dog,runs,on the beach,A white dog,is carried off,by birds
neutral,This building is n't in good shape.,The school is falling apart.,458730998.jpg#4r1n,This building,is n't,in good shape,The school,is falling,apart
contradiction,A woman posing near a cliff,A man falling off a cliff.,619169586.jpg#4r1c,A woman,posing,near a cliff,A man,falling,off a cliff
entailment,It is as Ca'daan feared.,It is as Ca'daan suspected.,51956e,It,is,as Ca'daan feared,It,is,as Ca'daan suspected
contradiction,A small child using an egg beater.,a child is using a spatula,5010931729.jpg#4r1c,A small child,using,an egg beater,a child,is using,a spatula
neutral,A woman is watching a black dog.,a woman petsitting for her neighbor,4123894799.jpg#2r3n,A woman,is watching,a black dog,a woman,petsitting,for her neighbor
entailment,Two little girls look over something.,Two girls look over something.,3245001162.jpg#4r1e,Two little girls,look,over something,Two girls,look,over something
neutral,Two men working on two laptops.,Two men typing on two laptops.,62525206.jpg#4r1n,Two men,working,on two laptops,Two men,typing,on two laptops
contradiction,Three men play street percussion instruments.,boy watches tv alone,2894309943.jpg#2r1c,Three men,play,street percussion instruments,boy,watches alone,tv
entailment,A large dog licking its nose.,A big dog licks his face,3383491811.jpg#2r5e,A large dog,licking,its nose,A big dog,licks,his face
contradiction,Archaeologists digging out a site.,They are sitting on the couch,3239280931.jpg#3r1c,Archaeologists,digging out,a site,They,are sitting,on the couch
contradiction,Two brown dogs sniff in the grass.,The dogs are lying in a bed.,3292277400.jpg#2r1c,Two brown dogs,sniff,in the grass,The dogs,are lying,in a bed
neutral,A zebra is nibbling on some grass.,A zebra is swallowing the grass.,vg_verb56r2n,A zebra,is nibbling,on some grass,A zebra,is swallowing,the grass
neutral,A woman running in a race.,a woman running a marathon,4022995667.jpg#4r2n,A woman,running,in a race,a woman,running,a marathon
contradiction,A man is walking into a building.,A woman exits a building.,171132928.jpg#3r1c,A man,is walking,into a building,A woman,exits,a building
entailment,Two little girls practice martial arts.,Two girls are practicing a hobby.,2473738924.jpg#3r1e,Two little girls,practice,martial arts,Two girls,are practicing,a hobby
contradiction,Two young boys riding a bicycle.,Boys are riding a horse.,4697344340.jpg#3r1c,Two young boys,riding,a bicycle,Boys,are riding,a horse
entailment,Young boys plays sports together.,Young boys plays sports together.,4107474314.jpg#4r4e,Young boys,plays together,sports,Young boys,plays together,sports
entailment,A trick bicyclist grinds down a handrail.,A bicyclist is doing tricks.,3729405438.jpg#3r1e,A trick bicyclist,grinds down,a handrail,A bicyclist,is doing,tricks
entailment,a dog trots through the grass.,An animal is walking outside.,1402843760.jpg#3r1e,a dog,trots,through the grass,An animal,is walking,outside
entailment,Half measures are inevitable.,"The future holds cutting measures into half of what they previously were, and this can no longer be prevented or changed. ",36848e,Half measures,are,inevitable,this,can be prevented,no longer
entailment,Two little girls are riding one bicycle.,Two girls are riding one bicycle.,4352519219.jpg#3r1e,Two little girls,are riding,one bicycle,Two girls,are riding,one bicycle
contradiction,Five people are sitting inside a building.,There is nobody in the building.,133280380.jpg#3r1c,Five people,are sitting,inside a building,There,is nobody in,the building
entailment,Two white dogs are playing on the grass.,Two dogs play on the lawn.,717673249.jpg#1r1e,Two white dogs,are playing,on the grass,Two dogs,play,on the lawn
contradiction,Five people are sitting together playing instruments.,People are playing video games,5381102989.jpg#4r1c,Five people,are sitting together,playing instruments,People,are playing,video games
contradiction,A woman is riding a palomino horse.,A woman is running on the street.,4860278774.jpg#3r1c,A woman,is riding,a palomino horse,A woman,is running,on the street
entailment,I saw a top-hat.,I saw the fancy hat.,102270e,I,saw,a top-hat,I,saw,the fancy hat
contradiction,Pedestrians interact with street artists.,The street artists do not have any spectators.,1131056918.jpg#4r5c,Pedestrians,interact,with street artists,The street artists,do not have,any spectators
neutral,People stretching out in the grass.,THE grass was green,5843048042.jpg#3r1n,People,stretching out,in the grass,THE grass,was,green
contradiction,people raise their hands.,The people are being rude.,3532593368.jpg#4r1c,people,raise,their hands,The people,are being,rude
neutral,The man is white.,The man is Irish.,vg_len47r3n,The man,is,white,The man,is,Irish
entailment,A dog jumps over the sand.,A dog goes over the sand.,2378127945.jpg#4r1e,A dog,jumps,over the sand,A dog,goes,over the sand
neutral,A man is smoking at sunset.,A man smoking a cigarette.,6468440411.jpg#4r3n,A man,is smoking,at sunset,A man,smoking,a cigarette
contradiction,A boy plays a game.,A young female plays a game.,1975171469.jpg#4r1c,A boy,plays,a game,A young female,plays,a game
contradiction,a surfer rides the wave.,Swimmer rides the wave.,3073535022.jpg#4r2c,a surfer,rides,the wave,Swimmer,rides,the wave
neutral,Several people are playing in the fountains.,Some people are jumping through the water.,11678931.jpg#3r3n,Several people,are playing,in the fountains,Some people,are jumping,through the water
entailment,A boy hiding behind a tree,The boy is by a tree.,2646116932.jpg#4r1e,A boy,hiding,behind a tree,The boy,is,by a tree
contradiction,A child scales a climbing wall.,A child is falling down a wall.,2472992528.jpg#4r1c,A child,scales,a climbing wall,A child,is falling,down a wall
neutral,A few men doing outside work.,Workers are repairing a line.,1873704867.jpg#4r1n,A few men,doing,outside work,Workers,are repairing,a line
contradiction,The happy man is running in a race.,The happy woman is running in a race.,3540664634.jpg#3r1c,The happy man,is running,in a race,The happy woman,is running,in a race
contradiction,A black dog holding a small branch.,The black dog is sleeping on the rug.,333973142.jpg#3r1c,A black dog,holding,a small branch,The black dog,is sleeping,on the rug
entailment,A skateboarder jumps another skateboard.,A person is riding a skateboard.,1479028910.jpg#4r4e,A skateboarder,jumps,another skateboard,A person,is riding,a skateboard
entailment,"He's my cousin, Drew returned.",Drew has a cousin.,118211e,He's my cousin,returned,Drew,Drew,has,a cousin
neutral,A rugby player tackling another.,The rugby player is short.,3667822570.jpg#3r1n,A rugby player,tackling,another,The rugby player,is,short
entailment,Some men are learning martial art.,There are some men learning martial arts.,7300624.jpg#4r1e,Some men,are learning,martial art,some men,learning,martial arts
entailment,a tennis player hits the ball.,Someone hitting a ball.,3025495499.jpg#4r2e,a tennis player,hits,the ball,Someone,hitting,a ball
entailment,two cold people stand near a pole.,Two people are cold.,3132903412.jpg#3r1e,two cold people,stand,near a pole,Two people,are,cold
neutral,It was a terrible flight.,The flight lasted too long. ,97067n,It,was,a terrible flight,The flight,lasted,too long
neutral,Surgical team performing surgery.,The surgeons are performing a heart transplant.,106691539.jpg#4r1n,Surgical team,performing,surgery,The surgeons,are performing,a heart transplant
entailment,The bird's feet are grasping the window tightly.,The bird grasps the window,vg_verb51r2e,The bird's feet,are grasping tightly,the window,The bird,grasps,the window
entailment,A lady riding a mini motorcycle,The motorcycle is small.,3534952095.jpg#4r1e,A lady,riding,a mini motorcycle,The motorcycle,is,small
contradiction,A small child running on the beach,The child plays at the park.,3436418401.jpg#4r1c,A small child,running,on the beach,The child,plays,at the park
neutral,A dog walks through the snow.,A dog is eating snow.,3406930103.jpg#2r1n,A dog,walks,through the snow,A dog,is eating,snow
neutral,Two gondoliers sitting in Venice,Two Italian women sitting in Venice.,3465791729.jpg#4r1n,Two gondoliers,sitting,in Venice,Two Italian women,sitting,in Venice
entailment,A woman weaving on a loom.,A person is creating fabric.,4586078680.jpg#4r1e,A woman,weaving,on a loom,A person,is creating,fabric
entailment,Move along! he bellowed.,He yelled out that they should move along.,19065e,Move along,bellowed,he,they,should move,along
entailment,A trolley car is passing through a city.,The picture is taken outdoors.,4311708229.jpg#1r1e,A trolley car,is passing,through a city,The picture,is taken,outdoors
neutral,This fisherman is mending his nets.,A fisherman mends his fishing nets.,7598946.jpg#4r1n,This fisherman,is mending,his nets,A fisherman,mends,his fishing nets
contradiction,People walking around a forklift.,A woman braiding her daughter's hair.,211640856.jpg#4r1c,People,walking,around a forklift,A woman,braiding,her daughter's hair
neutral,Two white dogs running with each other.,Two dogs are chasing a ball.,3132619510.jpg#3r1n,Two white dogs,running,with each other,Two dogs,are chasing,a ball
contradiction,The boy is jumping into a lake.,The boy is walking down the highway.,2138487671.jpg#4r1c,The boy,is jumping,into a lake,The boy,is walking,down the highway
neutral,Asian woman holding young asian girl.,Asian woman holding her daughter.,7327356514.jpg#3r1n,Asian woman,holding,young asian girl,Asian woman,holding,her daughter
entailment,A small terrier plays in a sprinkler.,A small terrier is getting wet,3724718895.jpg#3r1e,A small terrier,plays,in a sprinkler,A small terrier,is getting,wet
contradiction,A man speaking at a conference.,The man is on live television.,4042504561.jpg#4r2c,A man,speaking,at a conference,The man,is,on live television
contradiction,A barefoot toddler is playing soccer.,A child is petting a dog.,2966269757.jpg#2r1c,A barefoot toddler,is playing,soccer,A child,is petting,a dog
entailment,It is too awkward.,It is not a comfortable situation.,128587e,It,is,too awkward,It,is not,a comfortable situation
contradiction,Three people sit near a street.,They are watching tv,2410562803.jpg#4r1c,Three people,sit,near a street,They,are watching,tv
neutral,Large dog running in the field.,A dog chasing something.,2518094853.jpg#4r1n,Large dog,running,in the field,A dog,chasing,something
entailment,A little boy wears a Yankees cap.,A child wears a yankees cap.,4977528001.jpg#4r1e,A little boy,wears,a Yankees cap,A child,wears,a yankees cap
neutral,Three people are on a sidewalk.,Three friends are hanging outside school.,1191423753.jpg#4r1n,Three people,are,on a sidewalk,Three friends,are hanging,outside school
contradiction,a homeless person asking for help,A rich homeowner is mowing the lawn.,318667317.jpg#3r1c,a homeless person,asking,for help,A rich homeowner,is mowing,the lawn
contradiction,An old man working in a lake.,A young woman plays in a pool.,2142457568.jpg#4r1c,An old man,working,in a lake,A young woman,plays,in a pool
entailment,A person is wading in the ocean.,The person is in the water,400345058.jpg#2r1e,A person,is wading,in the ocean,The person,is,in the water
entailment,a dog runs across the grass.,A dog runs in the field.,1514957266.jpg#4r3e,a dog,runs,across the grass,A dog,runs,in the field
neutral,A woman jogging through a field.,A woman exercising in a field.,818279377.jpg#4r1n,A woman,jogging,through a field,A woman,exercising,in a field
entailment,A man is cutting a fish.,a man wields a tool,2859601137.jpg#4r1e,A man,is cutting,a fish,a man,wields,a tool
contradiction,Two men are participating in martial arts.,The men are playing catch.,7504941054.jpg#4r1c,Two men,are participating,in martial arts,The men,are playing,catch
entailment,2 adult men lying on a floor.,Men lying on the floor.,553854589.jpg#4r1e,2 adult men,lying,on a floor,Men,lying,on the floor
contradiction,Lynyrd Skynyrd performing on stage.,A Canadian band is performing on stage.,4411745355.jpg#4r1c,Lynyrd Skynyrd,performing,on stage,A Canadian band,is performing,on stage
entailment,Three young boys looking through a window.,There are young boys looking at a window.,2148013097.jpg#4r1e,Three young boys,looking,through a window,young boys,looking,at a window
entailment,"Your mistress had a quarrel?""",Your mistress had a fight? ,41708e,Your mistress,had,a quarrel,Your mistress,had,a fight
entailment,A man trains an attack dog.,Someone is interacting a dog.,2629346153.jpg#4r1e,A man,trains,an attack dog,Someone,is interacting,a dog
neutral,"A black dog, running in the snow.",A puppy is plowing through the snow.,445655284.jpg#4r1n,A black dog,running,in the snow,A puppy,is plowing,through the snow
contradiction,A toddler prepares to throw a Frisbee.,The dog steals the boys frisbee.,3454149297.jpg#2r1c,A toddler,prepares to throw,a Frisbee,The dog,steals,the boys frisbee
entailment,Blond-haired couple posing for picture.,The couple can see a camera.,1141644104.jpg#3r2e,Blond-haired couple,posing,for picture,The couple,can see,a camera
entailment,A baseball player reaches for a ball.,A person reaches for a baseball.,4658910970.jpg#3r1e,A baseball player,reaches,for a ball,A person,reaches,for a baseball
neutral,A woman kneeling in a doorway.,A woman crouching to tie her shoe.,4653291146.jpg#4r1n,A woman,kneeling,in a doorway,A woman,crouching to tie,her shoe
entailment,"I am also, generally, against gambling.",I am against most gambling.,112835e,I,am also generally,against gambling,I,am,against most gambling
neutral,a kid playing in the snow.,A young child builds a snowman.,4321467102.jpg#4r1n,a kid,playing,in the snow,A young child,builds,a snowman
neutral,The motorcycle is a Honda.,The motorcycle is japanese made,vg_len48r2n,The motorcycle,is,a Honda,The motorcycle,is,japanese made
neutral,Blond-haired couple posing for picture.,The couple is at a wedding,1141644104.jpg#3r4n,Blond-haired couple,posing,for picture,The couple,is,at a wedding
entailment,"More money, replied his companion.","More currency that can be exchanged for goods and services, replied his friend.",76327e,More money,replied,his companion,More currency,can be exchanged,for goods
entailment,The weather looks clear.,It is a beautiful and clear day.,vg_len103r2e,The weather,looks,clear,It,is,a clear day
neutral,I hope it will myself.,I pray that it will.,46767n,I,hope,it will myself,I,pray,that it will
neutral,A woman looking intently through a microscope.,The woman is a scientist.,4567208443.jpg#3r1n,A woman,looking intently,through a microscope,The woman,is,a scientist
contradiction,Two baseball players shake hands.,Two baseball players are at a movie together.,3361279771.jpg#4r1c,Two baseball players,shake,hands,Two baseball players,are together,at a movie
contradiction,A house is under construction.,An apartment complex is under construction.,544039061.jpg#4r1c,A house,is,under construction,An apartment complex,is,under construction
entailment,The results were depressingly consistent.,We were sad that the results were consistent.  ,75569e,The results,were,depressingly consistent,the results,were,consistent
entailment,A dog is in the water.,The dog is wet.,2524003134.jpg#4r5e,A dog,is,in the water,The dog,is,wet
neutral,Four boys are playing at a playground,Kids are playing at recess.,2872743471.jpg#4r1n,Four boys,are playing,at a playground,Kids,are playing,at recess
contradiction,Two guys joking around with each other.,The guys are very serious.,3517370470.jpg#3r1c,Two guys,joking around,with each other,The guys,are,very serious
neutral,A dog jumping into the water.,A dog is jumping into a river.,2552949275.jpg#3r1n,A dog,jumping,into the water,A dog,is jumping,into a river
contradiction,Several children are relaxing outside.,The children are watching tv,4031997820.jpg#4r1c,Several children,are relaxing,outside,The children,are watching,tv
contradiction,A girl is stretched out in shallow water,A little girl is swimming in her pond.,667626.jpg#4r1c,A girl,is stretched out,in shallow water,A little girl,is swimming,in her pond
neutral,a dog catches black Frisbee.,The dogs owner threw a frisbee.,429851331.jpg#3r1n,a dog,catches,black Frisbee,The dogs owner,threw,a frisbee
entailment,A baseball player hitting a ball.,someone hitting a ball,2725441885.jpg#3r1e,A baseball player,hitting,a ball,someone,hitting,a ball
entailment,Four people watching something.,four people use their eyes,2514667945.jpg#4r1e,Four people,watching,something,four people,use,their eyes
contradiction,A person sitting near the beach.,A dog is sleeping near the bench.,4861707754.jpg#4r1c,A person,sitting,near the beach,A dog,is sleeping,near the bench
contradiction,He felt dazed.,He was alert.,54265c,He,felt,dazed,He,was,alert
entailment,two nuns looking at a cellphone.,The nuns look at the cellphone,5723822388.jpg#3r1e,two nuns,looking,at a cellphone,The nuns,look,at the cellphone
contradiction,Two dogs are running through the surf.,a shark is biting two dogs,1689658980.jpg#2r3c,Two dogs,are running,through the surf,a shark,is biting,two dogs
entailment,Three boys playing in the mud.,Three male children are outdoors,3041689520.jpg#4r1e,Three boys,playing,in the mud,Three male children,are,outdoors
entailment,A man emptying a wheelbarrow,the man was emptying the wheelbarrow,140407961.jpg#3r1e,A man,emptying,a wheelbarrow,the man,was emptying,the wheelbarrow
contradiction,A young woman is pole vaulting.,An old woman is pole vaulting.,7150152099.jpg#4r1c,A young woman,is,pole vaulting,An old woman,is,pole vaulting
entailment,The Phantom Menace has raked in $102.,"The movie, The Phantom Menace, has made $102.",112188e,The Phantom Menace,has raked in,$102,The movie,has made,$102
entailment,A young boys shows off a beaded necklace.,A young boy is showing his necklace.,618797331.jpg#4r1e,A young boys,shows off,a beaded necklace,A young boy,is showing,his necklace
entailment,A worker is working in an elevator.,A man is doing a job.,4693885900.jpg#2r1e,A worker,is working,in an elevator,A man,is doing,a job
