GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
contradiction,A marching band does a presentation.,A rock band performs for a crowd.,157397733.jpg#4r1c,A marching band,does,a presentation,A rock band,performs,for a crowd
entailment,A deer is jumping over a fence.,An animal jumps over an impediment.,3274879561.jpg#1r1e,A deer,is jumping,over a fence,An animal,jumps,over an impediment
contradiction,Three women are walking down a street.,A man walks in the street.,4523218758.jpg#3r1c,Three women,are walking,down a street,A man,walks,in the street
entailment,A baseball player throws the ball.,A ball is tossed by an athlete.,3471463779.jpg#3r1e,A baseball player,throws,the ball,A ball,is tossed,by an athlete
neutral,A brown dog is running along a beach.,He is wagging his tail.,488416045.jpg#3r1n,A brown dog,is running,along a beach,He,is wagging,his tail
entailment,This fisherman is mending his nets.,A fisherman mends his nets.,7598946.jpg#4r1e,This fisherman,is mending,his nets,A fisherman,mends,his nets
entailment,A lone person walks in the rain.,a person strolls in the rain,4427803613.jpg#4r1e,A lone person,walks,in the rain,a person,strolls,in the rain
contradiction,Construction workers are working underground.,Construction workers are playing at the playground.,6829605875.jpg#3r1c,Construction workers,are working,underground,Construction workers,are playing,at the playground
contradiction,A worker hoses down dock.,the man paints the barn,8015752233.jpg#4r1c,A worker,hoses down,dock,the man,paints,the barn
contradiction,Boys are playing soccer.,Girls are playing chess.,560278886.jpg#4r1c,Boys,are playing,soccer,Girls,are playing,chess
neutral,The bears are standing by water.,The bears are standing by a lake.,vg_len105r2n,The bears,are standing,by water,The bears,are standing,by a lake
contradiction,Dogs racing on a track,The pets are playing in the kitchen.,3069282021.jpg#4r1c,Dogs,racing,on a track,The pets,are playing,in the kitchen
contradiction,Middle-aged woman eating chicken.,A lady eating pork chops.,454333157.jpg#4r1c,Middle-aged woman,eating,chicken,A lady,eating,pork chops
contradiction,The last issue is practical.,The last issue is definitely impractical. ,11512c,The last issue,is,practical,The last issue,is definitely,impractical
entailment,One lady looking into space.,A lady starring at the sky.,1693120546.jpg#4r2e,One lady,looking,into space,A lady,starring,at the sky
contradiction,Two dogs play in the grass.,The dogs are robotic.,717673249.jpg#4r6c,Two dogs,play,in the grass,The dogs,are,robotic
contradiction,A blond girl wearing Groucho Marx glasses.,A brunette girl is wearing ski googles.,2204695848.jpg#3r1c,A blond girl,wearing,Groucho Marx glasses,A brunette girl,is wearing,ski googles
entailment,Each analysis supports a political ideology.,It is common for political ideologies to be analyzed. ,41381e,Each analysis,supports,a political ideology,It,is,common
entailment,Old car driving down the road.,The vehicle is old and on a stree5t.,4114589329.jpg#4r1e,Old car,driving,down the road,The vehicle,is,old
entailment,A young woman sands down an old shelf.,A woman sands a shelf.,1082223338.jpg#4r1e,A young woman,sands down,an old shelf,A woman,sands,a shelf
entailment,Two women run down the sidewalk.,There are people running on the sidewalk.,4491304968.jpg#4r1e,Two women,run,down the sidewalk,people,running,on the sidewalk
contradiction,Two men are painting a white roof.,Two men are destroying a roof.,38437776.jpg#4r1c,Two men,are painting,a white roof,Two men,are destroying,a roof
entailment,that was loud sorry,"That was noisy, I apologize.",129092e,that,was sorry,loud,That,was,noisy
contradiction,child sleeping in his bed.,The child is jumping on his bed.,2798664824.jpg#4r1c,child,sleeping,in his bed,The child,is jumping,on his bed
entailment,A rodeo clown hands out American flags.,A rodeo clown is passing out American flags.,4965081213.jpg#4r1e,A rodeo clown,hands out,American flags,A rodeo clown,is passing out,American flags
contradiction,A dog running through the snow.,The labrador is eating inside a room.,3212456649.jpg#4r1c,A dog,running,through the snow,The labrador,is eating,inside a room
entailment,A young woman playing the guitar.,A woman plays guitar.,5620724486.jpg#3r1e,A young woman,playing,the guitar,A woman,plays,guitar
entailment,Clown making some balloon animals.,Clown making some balloon animals,4686379339.jpg#4r1e,Clown,making,some balloon animals,Clown,making,some balloon animals
neutral,This man is smoking outside.,A man is smoking by a tree.,3322443827.jpg#4r1n,This man,is smoking,outside,A man,is smoking,by a tree
entailment,He pointed out the crooks.,The criminals were identified by him. ,82604e,He,pointed out,the crooks,The criminals,were identified,by him
neutral,A young boy holds a green shovel.,A young boy holds a large shovel,3031093209.jpg#4r1n,A young boy,holds,a green shovel,A young boy,holds,a large shovel
contradiction,A white dog is jumping on the street.,The dog is sitting still on the street.,3139389284.jpg#1r1c,A white dog,is jumping,on the street,The dog,is sitting still,on the street
neutral,A dog running through water.,The dog is a Yorshire Terrier.,3407357681.jpg#2r1n,A dog,running,through water,The dog,is,a Yorshire Terrier
contradiction,A brown dog running through a pond.,The dog is digging a hole.,247778426.jpg#2r1c,A brown dog,running,through a pond,The dog,is digging,a hole
entailment,The colony slowly became better organized.,"Steadily, they became more organized. ",91576e,The colony,slowly became,better organized,they,became,more organized
neutral,A man surfing in the ocean.,the man is thirty,244774022.jpg#4r3n,A man,surfing,in the ocean,the man,is,thirty
neutral,Dorcas was quite right. ,Dorcas had insight. ,60600n,Dorcas,was,quite right,Dorcas,had,insight
entailment,Man urinating out in public.,A man is not using the bathroom,4483932274.jpg#4r1e,Man,urinating out,in public,A man,is not using,the bathroom
contradiction,People stand in a warehouse.,People are skiing down a mountain.,313385842.jpg#4r1c,People,stand,in a warehouse,People,are skiing,down a mountain
contradiction,The whole story is absolutely untrue. ,The story is completely accurate.,91831c,The whole story,is,absolutely untrue,The story,is,completely accurate
contradiction,A soccer match is getting ready to start.,No soccer matches are scheduled today.,4161742484.jpg#3r1c,A soccer match,is getting,ready to start,No soccer matches,are scheduled,today
contradiction,Girl playing with some rope.,Girl playing baseball.,3452831489.jpg#4r1c,Girl,playing,with some rope,Girl,playing,baseball
contradiction,Two adults walking on the street.,A girl is swimming in the pool.,863036078.jpg#4r1c,Two adults,walking,on the street,A girl,is swimming,in the pool
contradiction,a rock climber climbs a rock wall.,A climber scales a suspended rope.,3254640083.jpg#3r1c,a rock climber,climbs,a rock wall,A climber,scales,a suspended rope
contradiction,Three Muslim women are looking at a camera.,The woman are Christian.,1339596997.jpg#4r1c,Three Muslim women,are looking,at a camera,The woman,are,Christian
neutral,Three children playing in snow.,Three children playing after a snowstorm.,3190677999.jpg#4r1n,Three children,playing,in snow,Three children,playing,after a snowstorm
entailment,A female barista making a latte.,A female makes a drink.,4488946680.jpg#4r3e,A female barista,making,a latte,A female,makes,a drink
contradiction,A man inspects a large hammer.,The man is inspecting the small hammer.,3062433945.jpg#3r3c,A man,inspects,a large hammer,The man,is inspecting,the small hammer
entailment,Gauntlets are an Applied product.,You apply gauntlets. ,139473e,Gauntlets,are,an Applied product,You,apply,gauntlets
contradiction,man playing on two scooters.,The man is fixing the tires.,212556127.jpg#4r1n,man,playing,on two scooters,The man,is fixing,the tires
entailment,peoples walking at the road,The people are outdoors.,533601247.jpg#4r1e,peoples,walking,at the road,The people,are,outdoors
entailment,I took a car.,I stole a car.,25601e,I,took,a car,I,stole,a car
entailment,A squirrel jumps in the snow.,An animal jumps through the snow.,3249597269.jpg#4r5e,A squirrel,jumps,in the snow,An animal,jumps,through the snow
entailment,A dog rolling in the grass.,A dog is outdoors.,229862312.jpg#3r1e,A dog,rolling,in the grass,A dog,is,outdoors
contradiction,Woman standing behind podium.,a man reading a book,7651090648.jpg#4r1c,Woman,standing,behind podium,a man,reading,a book
neutral,A boy jumping in a fountain.,A boy is in the fountain,1095476286.jpg#4r1n,A boy,jumping,in a fountain,A boy,is,in the fountain
entailment,Soccer players wave to the stands.,Soccer players wave to the people.,6273930630.jpg#4r1e,Soccer players,wave,to the stands,Soccer players,wave,to the people
contradiction,A woman working at a newsstand.,The woman is unemployed.,106356264.jpg#3r2c,A woman,working,at a newsstand,The woman,is,unemployed
neutral,Two people about to cross a street.,The two people are seeing each other.,2087332880.jpg#4r1n,Two people,about to cross,a street,The two people,are seeing,each other
entailment,i hope he got busted,I hope he was arrested,117435e,i,hope,he got busted,I,hope,he was arrested
contradiction,a skateboarder jumps a staircase.,A skater dances on the ice.,3115174046.jpg#4r1c,a skateboarder,jumps,a staircase,A skater,dances,on the ice
entailment,Two white dogs walking in the snow.,The dogs are outside.,2148695079.jpg#4r3e,Two white dogs,walking,in the snow,The dogs,are,outside
contradiction,Two women riding horseback.,Two women sitting by a fireside.,3218534409.jpg#4r1c,Two women,riding,horseback,Two women,sitting,by a fireside
contradiction,Three people are walking through a gate.,Two people stop at the gate.,4458801621.jpg#4r1c,Three people,are walking,through a gate,Two people,stop,at the gate
entailment,The girl was alone.,The girl had no one accompanying her.,61021e,The girl,was,alone,no one,accompanying,her
entailment,A man is cutting a child's hair.,A child is having a haircut.,19852513.jpg#4r1e,A man,is cutting,a child's hair,A child,is having,a haircut
entailment,Two men are drinking beer.,Two people are drinking beer.,75902281.jpg#4r1e,Two men,are drinking,beer,Two people,are drinking,beer
entailment,Four older gentleman are outside sitting in chairs.,The men are outdoors.,4892890793.jpg#3r1e,Four older gentleman,are outside sitting,in chairs,The men,are,outdoors
contradiction,A young boy walking into the street.,The boy is running outside.,3408074866.jpg#1r1c,A young boy,walking,into the street,The boy,is running,outside
neutral,People relaxing along the waterway.,People relaxing outside.,4066162701.jpg#4r1n,People,relaxing,along the waterway,People,relaxing,outside
contradiction,People travel up the elevator together.,The elevator has elephants.,3095225232.jpg#1r1c,People,travel together,up the elevator,The elevator,has,elephants
entailment,a man playing an electric violin.,man plays violin,4855045103.jpg#4r1e,a man,playing,an electric violin,man,plays,violin
entailment,I am busy.,I am not not busy.,123868e,I,am,busy,I,am not not,busy
entailment,Kid riding skateboard down the stairs.,A kid is on a skateboard,3547368652.jpg#4r1e,Kid,riding skateboard,down the stairs,A kid,is,on a skateboard
contradiction,A woman is singing in a band.,The woman is a man.,2809396455.jpg#4r1c,A woman,is singing,in a band,The woman,is,a man
neutral,A dog walking through the pound.,A puppy is walking in the pound.,3610683688.jpg#2r1n,A dog,walking,through the pound,A puppy,is walking,in the pound
entailment,A small boy is holding some weights.,a boy holding a weight,543264612.jpg#3r1e,A small boy,is holding,some weights,a boy,holding,a weight
entailment,A hipster is posing with his banners.,The hipster is male.,2638207727.jpg#4r1e,A hipster,is posing,with his banners,The hipster,is,male
neutral,Several people are praying in the square.,Several people are praying for good fortune.,4686013969.jpg#4r1n,Several people,are praying,in the square,Several people,are praying,for good fortune
contradiction,A blond woman swinging from a pole.,A woman sits on the floor.,2793770567.jpg#4r1c,A blond woman,swinging,from a pole,A woman,sits,on the floor
entailment,Two children playing in the snow.,The children are playing outside.,3104690333.jpg#4r1e,Two children,playing,in the snow,The children,are playing,outside
contradiction,A cowboy lassoing a horse.,A cowboy saddles a horse.,402685953.jpg#4r1c,A cowboy,lassoing,a horse,A cowboy,saddles,a horse
contradiction,Men being interviewed by Fox News,Men being interview by ABC.,4719570319.jpg#4r1c,Men,being interviewed,by Fox News,Men,being,interview by ABC
entailment, Bayos-cebrunos smoked duns two.,They like smoking.,48688e,Bayos-cebrunos,smoked,duns two,They,like,smoking
contradiction,A woman talking into a microphone.,A woman whispers to her friend.,4648122589.jpg#4r1c,A woman,talking,into a microphone,A woman,whispers,to her friend
neutral,His knees were bent.,He crouched down.,97279n,His knees,were,bent,He,crouched,down
neutral,Several elderly people are interacting with others.,The elderly people are playing a card game.,1401351228.jpg#1r4n,Several elderly people,are interacting,with others,The elderly people,are playing,a card game
contradiction,A performer interacting with the crowd.,The zombie appreciates the applause.,4196898728.jpg#4r1c,A performer,interacting,with the crowd,The zombie,appreciates,the applause
contradiction,Two children playing on a statue,the children are asleep,1428681303.jpg#3r1c,Two children,playing,on a statue,the children,are,asleep
entailment,Two girls sitting in class.,The students are ready to learn.,4329182834.jpg#4r1e,Two girls,sitting,in class,The students,are,ready to learn
entailment,Two bicycle riders are riding along a road.,There are bicyclists riding on the road.,4471427610.jpg#2r1e,Two bicycle riders,are riding,along a road,bicyclists,riding,on the road
contradiction,An older gentleman prepares to hit a golf ball.,the women are shopping at target,4677521690.jpg#3r1c,An older gentleman,prepares to hit,a golf ball,the women,are shopping,at target
entailment,a blond child is sleeping in a stroller.,The blond child is tired.,26720379.jpg#1r1e,a blond child,is sleeping,in a stroller,The blond child,is,tired
entailment,I am authorised.,I have the authority. ,46784e,I,am,authorised,I,have,the authority
entailment,A man is sitting on the roof.,a man is on the roof,2845006899.jpg#4r1e,A man,is sitting,on the roof,a man,is,on the roof
entailment,Two women are eating lollipops.,The women are eating food.,6926014828.jpg#4r1e,Two women,are eating,lollipops,The women,are eating,food
entailment,"Slim said, ""Sir?""",Slim asked the Sir.,126099e,Slim,said,Sir,Slim,asked,the Sir
contradiction,Four people are enjoying an amusement ride.,The family did not enjoy the amusement ride.,5453323381.jpg#4r1c,Four people,are enjoying,an amusement ride,The family,did not enjoy,the amusement ride
contradiction,Tennis player is serving the ball.,Allen Iverson is playing football.,3420284416.jpg#3r1c,Tennis player,is serving,the ball,Allen Iverson,is playing,football
contradiction,Two china girls riding in a carriage.,The girls are laying in the street.,4554488264.jpg#4r1c,Two china girls,riding,in a carriage,The girls,are laying,in the street
entailment,a skateboarder ollies off a ramp.,A skateboarder is doing a skateboard trick.,3584930205.jpg#2r1e,a skateboarder,ollies,off a ramp,A skateboarder,is doing,a skateboard trick
contradiction,The lady is holding her glasses.,A lady is wearing glasses.,3727752439.jpg#4r1c,The lady,is holding,her glasses,A lady,is wearing,glasses
neutral,Band practice is cramped quarters.,A large band is practicing inside.,3333039854.jpg#3r1n,Band practice,is,cramped quarters,A large band,is practicing,inside
contradiction,Two dogs play in the grass.,Two cats play in the grass.,447111935.jpg#4r9c,Two dogs,play,in the grass,Two cats,play,in the grass
contradiction,A woman is fixing another womn's hair.,A picture is hidden by clothes.,226646458.jpg#4r1c,A woman,is fixing,another womn's hair,A picture,is hidden,by clothes
entailment,A young woman is silhouetted against other pedestrians.,A young woman is silhouetted against other people.,1376871596.jpg#3r1e,A young woman,is silhouetted,against other pedestrians,A young woman,is silhouetted,against other people
contradiction,A woman is hurdling obstacles.,A woman is sitting on a bench,3198668255.jpg#4r1c,A woman,is hurdling,obstacles,A woman,is sitting,on a bench
contradiction,A little girl hugs another little girl.,A girl chasing her brother.,3079787482.jpg#2r4c,A little girl,hugs,another little girl,A girl,chasing,her brother
neutral,Two men inspecting a school bus.,The two men are investigating a crime scene.,139539078.jpg#4r1n,Two men,inspecting,a school bus,The two men,are investigating,a crime scene
neutral,The man is walking the dogs.,The man is struggling with two leashes.,3640743904.jpg#2r1n,The man,is walking,the dogs,The man,is struggling,with two leashes
contradiction,Joggers wavy happily during race.,Everyone is roller skating.,2925164688.jpg#4r1c,Joggers,wavy happily,during race,Everyone,is,roller skating
entailment,Too many eyes are upon her. ,There are eyes watching her. ,88483e,Too many eyes,are,upon her,eyes,watching,her
entailment,"I know Del'Rosa, said Jon.",Jon said that he knew Del'Rosa. ,144141e,I know Del'Rosa,said,Jon,he,knew,Del'Rosa
neutral,Construction workers work laying subway tracks.,Men build subway tracks.,7773468788.jpg#4r1n,Construction workers,work laying,subway tracks,Men,build,subway tracks
contradiction,Young boy is buried in the sand.,A little girl flying a kite.,4221546207.jpg#4r1c,Young boy,is buried,in the sand,A little girl,flying,a kite
neutral,People walking on a street.,They are walking home,3399028417.jpg#3r1n,People,walking,on a street,They,are walking,home
neutral,A golden dog is running on the grass.,The dog is big,2982928615.jpg#1r1n,A golden dog,is running,on the grass,The dog,is,big
entailment,Two adults walking on the street.,Adults are walking outside.,863036078.jpg#4r1e,Two adults,walking,on the street,Adults,are walking,outside
contradiction,A woman serving a tennis ball.,A woman is serving the volleyball.,777288299.jpg#4r1c,A woman,serving,a tennis ball,A woman,is serving,the volleyball
neutral,A boy holds up a strange plant.,A boy holds up a blue plant.,1279422342.jpg#4r3n,A boy,holds up,a strange plant,A boy,holds up,a blue plant
entailment,Better health care affects athletic ability directly.,Athletes perform better when they have better health care. ,100992e,Better health care,affects directly,athletic ability,they,have,better health care
entailment,photographer working in the wild,A photographer is outside.,2328321679.jpg#4r1e,photographer,working,in the wild,A photographer,is,outside
neutral,Construction workers working at a railroad.,The workers are sweaty.,2537000363.jpg#4r1n,Construction workers,working,at a railroad,The workers,are,sweaty
neutral,Two boys playing in a lake.,two kids play on their birthday,279728508.jpg#4r1n,Two boys,playing,in a lake,two kids,play,on their birthday
contradiction,People stroll outdoors at the airport.,No one is outside the airport.,vg_verb90r2c,People,stroll outdoors,at the airport,No one,is,outside the airport
entailment,Workers are cleaning railroad tracks.,Workers are on railroad tracks.,135426024.jpg#4r1e,Workers,are cleaning,railroad tracks,Workers,are,on railroad tracks
entailment,Asian teens performing on stage.,Teens performing on stage.,3765332712.jpg#4r1e,Asian teens,performing,on stage,Teens,performing,on stage
entailment,A woman playing tennis.,The woman is playing tennis.,23016221.jpg#4r2e,A woman,playing,tennis,The woman,is playing,tennis
contradiction,A woman reads to her child.,A woman is sleeping in bed.,4910373302.jpg#4r1c,A woman,reads,to her child,A woman,is sleeping,in bed
contradiction,Three women are looking into a camera.,The women have their eyes closed.,2346402952.jpg#3r1c,Three women,are looking,into a camera,The women,have,their eyes closed
neutral,A shirtless man looks out a window.,The man is wearing pants.,3106340185.jpg#4r1n,A shirtless man,looks out,a window,The man,is wearing,pants
entailment,Ca'daan waited for them.,Ca'daan was waiting for them.,24963e,Ca'daan,waited,for them,Ca'daan,was waiting,for them
neutral,The dog is sleeping in the vehicle.,The dog is waiting for his owner.,485741580.jpg#1r1n,The dog,is sleeping,in the vehicle,The dog,is waiting,for his owner
contradiction,Protesters surrounded by police.,The police are trying to help people.,2398922618.jpg#4r1c,Protesters,surrounded,by police,The police,are trying,to help people
entailment,a black dog runs through a field.,There is a black dog running through a field.,1330645772.jpg#3r2e,a black dog,runs,through a field,a black dog,running,through a field
contradiction,Teenagers playing baseball.,The teenagers are at the movies.,3636796219.jpg#2r1c,Teenagers,playing,baseball,The teenagers,are,at the movies
entailment,Girl hides in hay.,Someone hides in the hay.,500678178.jpg#4r1e,Girl,hides,in hay,Someone,hides,in the hay
entailment,a young couple lying on a bed together,two people relax together on a bed.,2922981282.jpg#3r1e,a young couple,lying together,on a bed,two people,relax together,on a bed
entailment,Two women are involved in baking.,The women are females.,5371586024.jpg#4r1e,Two women,are involved,in baking,The women,are,females
entailment,A young lady turning away from camera.,A person has a camera.,2194167019.jpg#3r1e,A young lady,turning,away from camera,A person,has,a camera
entailment,A person is windsurfing in the water.,A person is windsurfing in the water and is outside,3037558954.jpg#1r1e,A person,is windsurfing,in the water,A person,is,outside
neutral,A child is pushing a tire.,The child is struggling pushing the tire.,148717151.jpg#4r4n,A child,is pushing,a tire,The child,is struggling,pushing the tire
entailment,Two men are working together on a ladder.,Two men are together,16158623.jpg#4r2e,Two men,are working together,on a ladder,Two men,are,together
neutral,Children are learning about a firetruck.,The children are in school.,534318261.jpg#4r4n,Children,are learning,about a firetruck,The children,are,in school
contradiction,A brown dog is biting a black dog.,The puppies are playing in the sandbox.,3486538055.jpg#4r5c,A brown dog,is biting,a black dog,The puppies,are playing,in the sandbox
entailment,A player is being tackled during football game.,A football player is making a tackle.,3395053439.jpg#2r1e,A player,is being tackled,during football game,A football player,is making,a tackle
contradiction,A young child riding a toy car.,The child is old,259611216.jpg#3r1c,A young child,riding,a toy car,The child,is,old
contradiction,An old woman is working as a waitress.,An old man is working as a waiter.,3888267140.jpg#4r1c,An old woman,is working,as a waitress,An old man,is working,as a waiter
neutral,A man snowboarding down a hill.,A sad man snowboarding down a hill.,6493407251.jpg#4r1n,A man,snowboarding,down a hill,A sad man,snowboarding,down a hill
entailment,A young girl wears a butterfly costume.,The girl is young.,4271121531.jpg#3r5e,A young girl,wears,a butterfly costume,The girl,is,young
neutral,A person does a back flip into the water.,A man does a back flip into the water.,5384132543.jpg#4r1n,A person,does back flip,into the water,A man,does back flip,into the water
contradiction,Sir James rose to his feet.,Sir James remained sitting. ,29574c,Sir James,rose,to his feet,Sir James,remained,sitting
contradiction,Network externalities are in.,Network externalities are out,7210c,Network externalities,are,in,Network externalities,are,out
contradiction,asian men sit on a bench.,Two women trade stories about boyfriends.,3433526767.jpg#4r1c,asian men,sit,on a bench,Two women,trade,stories about boyfriends
entailment,The worst is the Budget Gourmet.,The Budget Gourmet is the worst.,48780e,The worst,is,the Budget Gourmet,The Budget Gourmet,is,the worst
neutral,Two dogs are playing around in the dirt.,puppies playing  around,3295452057.jpg#3r1n,Two dogs,are playing around,in the dirt,puppies,playing,around
entailment,Two girls are riding red tricycles.,The girls are riding tricycles.,1703971772.jpg#4r1e,Two girls,are riding,red tricycles,The girls,are riding,tricycles
entailment,Her last spear fell to the sand.,She let go to the weapon.,79110e,Her last spear,fell,to the sand,She,let go,to the weapon
contradiction,Rock band jamming out at their concert.,Rock band not playing music.,2214322704.jpg#4r1c,Rock band,jamming out,at their concert,Rock band,not playing,music
entailment,Four children are having a pillow fight.,Kids are having fun.,1055623002.jpg#2r5e,Four children,are having,a pillow fight,Kids,are having,fun
neutral,A young boy is putting on jeans.,The boy is getting dressed for playtime.,1609454863.jpg#4r1n,A young boy,is putting on,jeans,The boy,is getting dressed,for playtime
contradiction,"""Kitchell?"" Drew asked.","""Drew?"" Kitchell asked.",37130c,Kitchell,asked,Drew,Drew,asked,Kitchell
neutral,This child is having a photo posing.,This fat child is having a photo posing.,1443030135.jpg#3r1n,This child,is having,a photo posing,This fat child,is having,a photo posing
entailment,A skateboarder uses a ramp.,A person is participating in an activity.,3434526008.jpg#4r1e,A skateboarder,uses,a ramp,A person,is participating,in an activity
contradiction,People getting ready for bikeathon.,boy drinks coke,3504222146.jpg#4r1c,People,getting,ready for bikeathon,boy,drinks,coke
entailment,A dog chases two geese.,A dog is running outside.,2432038587.jpg#4r1e,A dog,chases,two geese,A dog,is running,outside
entailment,A boy playing on a playground,a boy is outside,2807177340.jpg#4r1e,A boy,playing,on a playground,a boy,is,outside
entailment,A man is speaking into a microphone.,A man uses a microphone.,1935532481.jpg#3r3e,A man,is speaking,into a microphone,A man,uses,a microphone
contradiction,Runner getting ready to sprint.,A man is walking in the park.,4538926478.jpg#4r1c,Runner,getting,ready to sprint,A man,is walking,in the park
contradiction,Two dogs are wading in a river.,Two dogs are dry.,2220175999.jpg#1r1c,Two dogs,are wading,in a river,Two dogs,are,dry
entailment,Women in costume performing on stage.,People in costumes are on stage,4631830645.jpg#2r1e,Women in costume,performing,on stage,People in costumes,are,on stage
entailment,An elderly man is in a market.,A man is in a market,4653642693.jpg#4r1e,An elderly man,is,in a market,A man,is,in a market
neutral,Two men talking in an alleyway.,Two homeless men chatting in an alley.,3536860526.jpg#4r1n,Two men,talking,in an alleyway,Two homeless men,chatting,in an alley
entailment,A little boy is watching a woman.,A person watching another person.,686550300.jpg#4r1e,A little boy,is watching,a woman,A person,watching,another person
neutral,A white dog running through the snow,the dog is chasing a bird,2330062180.jpg#3r1n,A white dog,running,through the snow,the dog,is chasing,a bird
neutral,The two boy are walking down the street.,The two boys are brothers.,4955339160.jpg#4r1n,The two boy,are walking,down the street,The two boys,are,brothers
entailment,A skateboarder doing maneuvers.,Someone is riding a skateboard.,3671262694.jpg#4r1e,A skateboarder,doing,maneuvers,Someone,is riding,a skateboard
contradiction,Estrich misses the point.,Estrich was correct. ,115681c,Estrich,misses,the point,Estrich,was,correct
neutral,A couple standing under a sign.,A coupel watching each other.,3326249355.jpg#4r1n,A couple,standing,under a sign,A coupel,watching,each other
entailment,A window washer is cleaning the bookstore windows.,A window washer is outside,4584305340.jpg#1r4e,A window washer,is cleaning,the bookstore windows,A window washer,is,outside
contradiction,Individuals are building a house.,A construction crew is demolishing a house.,2778313163.jpg#4r1c,Individuals,are building,a house,A construction crew,is demolishing,a house
contradiction,Street musician is playing the Chinese violin.,A man is playing the piano.,3204579636.jpg#4r1c,Street musician,is playing,the Chinese violin,A man,is playing,the piano
entailment,A man cooking in a restaurants.,A person is making food.,2715851150.jpg#4r1e,A man,cooking,in a restaurants,A person,is making,food
entailment,Two people fencing in a gym.,Two fencers practicing their sport.,7422429952.jpg#4r1e,Two people,fencing,in a gym,Two fencers,practicing,their sport
contradiction,A boy climbs rocks.,A girl is swinging on a swingset.,3119875880.jpg#4r1c,A boy,climbs,rocks,A girl,is swinging,on a swingset
contradiction,A man is standing behind a mechanism.,A man is sleeping in his room.,424268604.jpg#4r1c,A man,is standing,behind a mechanism,A man,is sleeping,in his room
contradiction,Three hockey players are engaged in a game.,Three tennis players are engaged in a match.,3523950181.jpg#2r1c,Three hockey players,are engaged,in a game,Three tennis players,are engaged,in a match
entailment,The bolt was shot across it.,The crossbow released a small arrow.,96020e,The bolt,was shot,across it,The crossbow,released,a small arrow
entailment,That Mr. Brown is JULIUS? ,Mr. Brown and Julius are the same person?,88170e,That Mr. Brown,is,JULIUS,Mr. Brown,are,the same person
entailment,Kinsey was of another age.,Kinsey was different.,34985e,Kinsey,was,of another age,Kinsey,was,different
neutral,Men playing a soccer game.,The men are outdoors.,7099370205.jpg#4r1n,Men,playing,a soccer game,The men,are,outdoors
entailment,A little girl is wearing USA flag cap.,A little girl wearing a hat,2527525680.jpg#4r1e,A little girl,is wearing,USA flag cap,A little girl,wearing,a hat
entailment,"Jon looked at him, surprised.","Taken aback, John eyed him.",115088e,Jon,looked surprised,at him,John,eyed,him
entailment,A little girl feeding a goat.,A chilld feeds an animal.,4450722137.jpg#3r1e,A little girl,feeding,a goat,A chilld,feeds,an animal
entailment,A man drives a large truck.,A person operates a vehicle.,vg_verb40r1e,A man,drives,a large truck,A person,operates,a vehicle
neutral,Three people are painting a large post.,The people are painting the post outside.,235982200.jpg#3r1n,Three people,are painting,a large post,The people,are painting outside,the post
neutral,A woodblock is being chiseled into art.,The woodblock is being chiseled into a statue.,6548404801.jpg#4r1n,A woodblock,is being chiseled,into art,The woodblock,is being chiseled,into a statue
neutral,A singer is crowd surfing.,The singer volunteered to crowd surf,5056620714.jpg#3r1n,A singer,is,crowd surfing,The singer,volunteered,to crowd surf
entailment,A barefoot man climbs a palm tree.,The man climbs a palm tree.,6674943607.jpg#3r1e,A barefoot man,climbs,a palm tree,The man,climbs,a palm tree
contradiction,Two little dogs run in the field.,Two cats walk in the field.,249394748.jpg#3r1c,Two little dogs,run,in the field,Two cats,walk,in the field
entailment,A woman is standing up on a bus.,The woman is awake.,3703188393.jpg#3r1e,A woman,is standing up,on a bus,The woman,is,awake
neutral,A city worker diligently replacing some outdoor tiles.,A worker is busy.,4889084974.jpg#3r1n,A city worker,diligently replacing,some outdoor tiles,A worker,is,busy
neutral,Police officers patrolling a beach.,2 police officers are looking for murderer,39999879.jpg#4r1n,Police officers,patrolling,a beach,2 police officers,are looking,for murderer
contradiction,A girl blows a whistle.,The girl is eating candy.,540721368.jpg#4r1c,A girl,blows,a whistle,The girl,is eating,candy
neutral,Some people farming out in their field.,The people are harvesting their crops.,3487708665.jpg#3r1n,Some people,farming out,in their field,The people,are harvesting,their crops
neutral,The dance instructor watches her students practice.,The students are doing ballet.,3324957208.jpg#3r1n,The dance instructor,watches,her students practice,The students,are doing,ballet
entailment,A man is standing on snowy rocks.,A man is standing outdoors.,2489844419.jpg#4r1e,A man,is standing,on snowy rocks,A man,is standing,outdoors
contradiction,The two young are playing in the chain.,The young are doing homework.,2466712155.jpg#4r1c,The two young,are playing,in the chain,The young,are doing,homework
neutral,Two young children ride bicycles.,Two kids are playing outside.,125093729.jpg#4r1n,Two young children,ride,bicycles,Two kids,are playing,outside
entailment,Three small boys play basketball indoors.,Three boys are playing basketball.,2247192427.jpg#1r1e,Three small boys,play,basketball indoors,Three boys,are playing,basketball
entailment,Three people sitting in the grass.,group of three people sitting on the grass,27590618.jpg#4r1e,Three people,sitting,in the grass,three people,sitting,on the grass
entailment,The people are wearing chef hats.,People are wearing hats.,130792536.jpg#4r1e,The people,are wearing,chef hats,People,are wearing,hats
